t [hr],T [C]
141436,-17.4
141437,-16.5
141438,-15.8
141439,-14.9
141440,-14.1
141441,-13.2
141442,-12.2
141443,-10.9
141444,-10
141445,-7.2
141446,-6.3
141447,-5.4
141448,-4.8
141449,-4.8
141450,-5
141451,-5.5
141452,-6.2
141453,-7.1
141454,-7.2
141455,-6.8
141456,-7.1
141457,-6.7
141458,-7.5
141459,-10.3
141460,-11.8
141461,-12.3
141462,-12.8
141463,-13.2
141464,-11.1
141465,-10.9
141466,-10.3
141467,-7.7
141468,-3.5
141469,-2.5
141470,-2.4
141471,-1.8
141472,-1.7
141473,-2
141474,-2.5
141475,-3.4
141476,-3.5
141477,-3.4
141478,-3.1
141479,-3.5
141480,-3
141481,-3.1
141482,-3.3
141483,-3.9
141484,-4.6
141485,-5.2
141486,-5.6
141487,-6.6
141488,-7.2
141489,-7.5
141490,-7.9
141491,-7.9
141492,-7.8
141493,-7.4
141494,-5.3
141495,-5.8
141496,-6.6
141497,-8
141498,-9.6
141499,-10.5
141500,-11.7
141501,-12.5
141502,-13.2
141503,-13.9
141504,-14.5
141505,-15.3
141506,-15.8
141507,-15.9
141508,-16.7
141509,-16.9
141510,-17.7
141511,-17.6
141512,-17.8
141513,-16.8
141514,-16.1
141515,-14.4
141516,-13
141517,-11.5
141518,-10.6
141519,-9
141520,-8.5
141521,-7.8
141522,-9.6
141523,-10.1
141524,-11.7
141525,-11.9
141526,-12.8
141527,-11
141528,-10.4
141529,-9
141530,-7.2
141531,-6.1
141532,-4.7
141533,-4.3
141534,-3.9
141535,-3.5
141536,-3.3
141537,-2.9
141538,-2.3
141539,-1.5
141540,-0.9
141541,-0.5
141542,0.1
141543,0.8
141544,1.5
141545,2.1
141546,1.6
141547,1.3
141548,1.6
141549,-2.8
141550,-4.6
141551,-5.2
141552,-7.7
141553,-9.3
141554,-10.6
141555,-11.4
141556,-12.1
141557,-12.4
141558,-12.7
141559,-13.5
141560,-13.9
141561,-14
141562,-14.2
141563,-14
141564,-13.8
141565,-13.7
141566,-13.2
141567,-12.8
141568,-12.7
141569,-12.9
141570,-13.1
141571,-13.2
141572,-13.3
141573,-13.4
141574,-13.6
141575,-13.9
141576,-22.6
141577,-20.8
141578,-22.1
141579,-18.9
141580,-18.9
141581,-18.8
141582,-18.4
141583,-18.6
141584,-18.3
141585,-17.8
141586,-16.6
141587,-15.2
141588,-13.6
141589,-13.1
141590,-12.8
141591,-12.5
141592,-12.5
141593,-12.8
141594,-13
141595,-13.2
141596,-13.3
141597,-13.4
141598,-13.6
141599,-13.9
141600,-14.2
141601,-14.7
141602,-14.9
141603,-14.9
141604,-15.3
141605,-15.9
141606,-17.1
141607,-19.1
141608,-18.4
141609,-17.4
141610,-16.3
141611,-15.6
141612,-14.5
141613,-13.9
141614,-13.3
141615,-12.8
141616,-12.9
141617,-13.4
141618,-14.7
141619,-16.1
141620,-16.7
141621,-17.8
141622,-19
141623,-18.9
141624,-20.1
141625,-20.9
141626,-23.5
141627,-23.5
141628,-24.7
141629,-22.1
141630,-22.9
141631,-26.6
141632,-24.9
141633,-21.4
141634,-18.3
141635,-15.9
141636,-14.3
141637,-12.6
141638,-11.2
141639,-10.2
141640,-9.7
141641,-10.2
141642,-10.5
141643,-11.8
141644,-12.1
141645,-13.5
141646,-14.2
141647,-13.1
141648,-14.7
141649,-15.2
141650,-15.6
141651,-15.2
141652,-16.3
141653,-13.9
141654,-12.9
141655,-12.8
141656,-12.7
141657,-12.1
141658,-10.2
141659,-8.4
141660,-6.7
141661,-4.5
141662,-3.8
141663,-3
141664,-3.2
141665,-3.1
141666,-3.5
141667,-4.1
141668,-5.4
141669,-8.3
141670,-8.4
141671,-8.9
141672,-10.2
141673,-10.7
141674,-9.2
141675,-9.4
141676,-9.1
141677,-8.7
141678,-9.4
141679,-10.3
141680,-9.8
141681,-9
141682,-7.5
141683,-5.2
141684,-4.2
141685,-2.1
141686,-1.1
141687,-1.1
141688,-1.8
141689,-2.6
141690,-2.5
141691,-3
141692,-3.4
141693,-4.8
141694,-5.9
141695,-6.4
141696,-6.6
141697,-6.9
141698,-7.3
141699,-7.6
141700,-7.8
141701,-8.3
141702,-9.7
141703,-8.7
141704,-8.5
141705,-8.2
141706,-4.5
141707,-3.1
141708,-1.5
141709,-0.4
141710,-0.6
141711,-1
141712,-0.9
141713,-1.5
141714,-1.7
141715,-1.8
141716,-1.6
141717,-1.4
141718,-1.2
141719,-1.1
141720,-0.7
141721,-0.3
141722,-0.1
141723,-0.1
141724,0
141725,0.1
141726,0.3
141727,0.6
141728,0.6
141729,1.8
141730,3.8
141731,4.4
141732,5.2
141733,6
141734,5.6
141735,5.3
141736,5.5
141737,5.1
141738,3.9
141739,2.2
141740,1.1
141741,0.1
141742,0.4
141743,-0.2
141744,-1.1
141745,-2.4
141746,-2.4
141747,-2
141748,-1.6
141749,-0.8
141750,-0.5
141751,-0.2
141752,0.2
141753,0.9
141754,2.3
141755,3.6
141756,3.5
141757,4.4
141758,5.3
141759,4.9
141760,5.2
141761,5.7
141762,6
141763,5.1
141764,4.2
141765,4.6
141766,4.7
141767,3.8
141768,3.9
141769,4
141770,4.2
141771,4.6
141772,5
141773,5
141774,3.4
141775,2.6
141776,3.4
141777,2.6
141778,3.2
141779,4.4
141780,4.6
141781,5.2
141782,6.5
141783,7.6
141784,7.7
141785,7.4
141786,5.8
141787,3
141788,2
141789,2
141790,1.3
141791,0.3
141792,0
141793,-0.3
141794,-0.8
141795,-1.5
141796,-2.2
141797,-3
141798,-3.3
141799,-3.5
141800,-3.9
141801,-4.2
141802,-4.3
141803,-4.1
141804,-3.9
141805,-3.1
141806,-2.7
141807,-1.8
141808,-1.2
141809,-0.7
141810,-0.8
141811,-0.7
141812,-1
141813,-1.5
141814,-2.2
141815,-2.8
141816,-2.9
141817,-3.1
141818,-3.4
141819,-3.6
141820,-3.7
141821,-3.9
141822,-4.2
141823,-4.1
141824,-3.6
141825,-3.1
141826,-2.2
141827,-1.7
141828,-0.8
141829,0.3
141830,1.1
141831,1.5
141832,2
141833,2.4
141834,1.8
141835,0.9
141836,-0.8
141837,-1.6
141838,-2.8
141839,-2.9
141840,-3
141841,-2.9
141842,-2.5
141843,-2
141844,-1.6
141845,-1.1
141846,-0.7
141847,-0.4
141848,-0.1
141849,0.5
141850,2.7
141851,4.2
141852,5
141853,7
141854,8.3
141855,9.2
141856,9.9
141857,8.7
141858,8.2
141859,7
141860,5.2
141861,5
141862,6.8
141863,4.7
141864,3.2
141865,1
141866,0.4
141867,-0.5
141868,-1.4
141869,-2.1
141870,-2.7
141871,-3.1
141872,-2.2
141873,-0.5
141874,1.2
141875,2.6
141876,3.9
141877,4.4
141878,5
141879,5.8
141880,5.8
141881,5.2
141882,3.9
141883,3.4
141884,2.8
141885,2.3
141886,2.4
141887,3.1
141888,2.8
141889,2.2
141890,1.9
141891,1.9
141892,1.3
141893,0.9
141894,0.3
141895,-0.1
141896,0
141897,0.2
141898,0.5
141899,1
141900,1.4
141901,1.9
141902,2.5
141903,2.8
141904,2.8
141905,3.2
141906,3.1
141907,3.2
141908,2.5
141909,2.3
141910,2.2
141911,1.8
141912,1.6
141913,1.6
141914,1.6
141915,1.1
141916,1.2
141917,0.6
141918,0.9
141919,0.9
141920,0.9
141921,1.1
141922,1.3
141923,2
141924,3.2
141925,4.6
141926,5.6
141927,6.5
141928,7.7
141929,7.8
141930,7.3
141931,5.9
141932,4
141933,4
141934,2.9
141935,2.2
141936,2.2
141937,2.4
141938,2.5
141939,2.6
141940,2.3
141941,2.2
141942,1.9
141943,1.4
141944,1.2
141945,1.2
141946,1.3
141947,2
141948,2.5
141949,2.6
141950,2.25
141951,1.8
141952,1.5
141953,1.5
141954,2.1
141955,2.2
141956,2.3
141957,2.4
141958,2.3
141959,1.8
141960,1.3
141961,1.2
141962,1.1
141963,1.2
141964,0.9
141965,0.9
141966,1.3
141967,1
141968,1.3
141969,1.5
141970,2.3
141971,3.3
141972,3.8
141973,3.5
141974,4.3
141975,4.4
141976,5
141977,3.9
141978,2.6
141979,2.3
141980,0.9
141981,0.3
141982,-0.4
141983,-0.5
141984,-1.4
141985,-2.9
141986,-4.5
141987,-6
141988,-7.1
141989,-8.1
141990,-9
141991,-9.6
141992,-9.6
141993,-8.7
141994,-7.6
141995,-6.5
141996,-4.9
141997,-3.7
141998,-3
141999,-2.3
142000,-2.1
142001,-2
142002,-2.8
142003,-4.3
142004,-5.1
142005,-5.7
142006,-6.6
142007,-7.5
142008,-8.6
142009,-9.4
142010,-10.2
142011,-11.3
142012,-11.7
142013,-12.6
142014,-13.4
142015,-13.4
142016,-12.6
142017,-11.4
142018,-9.6
142019,-7.7
142020,-6.1
142021,-4.3
142022,-3.4
142023,-2.5
142024,-1.9
142025,-1.7
142026,-2.1
142027,-3.2
142028,-4.2
142029,-4.7
142030,-5.7
142031,-6.6
142032,-6.8
142033,-7.3
142034,-7.6
142035,-8.2
142036,-9
142037,-8.9
142038,-9.1
142039,-9.3
142040,-7.7
142041,-6.2
142042,-4.2
142043,-2.7
142044,-1.4
142045,-0.3
142046,0.5
142047,1.2
142048,1.6
142049,1.3
142050,0.2
142051,-0.5
142052,-0.9
142053,-1.3
142054,-1.7
142055,-2.2
142056,-2
142057,-3.6
142058,-4.3
142059,-4.5
142060,-4.7
142061,-5.1
142062,-5.8
142063,-6.6
142064,-5.7
142065,-5
142066,-4
142067,-3.1
142068,-3
142069,-2.3
142070,-2.2
142071,-2
142072,-1.8
142073,-2
142074,-2.1
142075,-3
142076,-3.7
142077,-3.9
142078,-4.5
142079,-6.6
142080,-6.4
142081,-8.3
142082,-8.2
142083,-8.6
142084,-9.7
142085,-9.6
142086,-10
142087,-9.7
142088,-8.9
142089,-7.2
142090,-5.4
142091,-3.6
142092,-3.1
142093,-2.2
142094,-1.5
142095,-0.9
142096,-1.3
142097,-1.6
142098,-2.3
142099,-2.7
142100,-2.4
142101,-2
142102,-2.9
142103,-3
142104,-3.4
142105,-3.1
142106,-4.5
142107,-5.8
142108,-7
142109,-8.4
142110,-10
142111,-10.7
142112,-10.1
142113,-8.9
142114,-7.3
142115,-6.1
142116,-4.9
142117,-4
142118,-3.6
142119,-2.8
142120,-2.5
142121,-2
142122,-2.7
142123,-3.5
142124,-3.7
142125,-3.9
142126,-4.6
142127,-5.1
142128,-5.4
142129,-5.5
142130,-5.8
142131,-6
142132,-6.2
142133,-6.2
142134,-6.3
142135,-6.2
142136,-6
142137,-5.8
142138,-5.7
142139,-7.4
142140,-7.3
142141,-7
142142,-6.8
142143,-6.9
142144,-7
142145,-7.2
142146,-7.3
142147,-7.4
142148,-7.4
142149,-7.6
142150,-7.6
142151,-7.6
142152,-7.8
142153,-7.9
142154,-8.3
142155,-8.5
142156,-8.8
142157,-9.1
142158,-9.6
142159,-9.8
142160,-9
142161,-7.7
142162,-6.3
142163,-4.3
142164,-2.3
142165,-0.6
142166,0.1
142167,1
142168,1.9
142169,1.6
142170,0.5
142171,0
142172,-1.9
142173,-2.4
142174,-3.4
142175,-3.5
142176,-4.8
142177,-5.4
142178,-5.9
142179,-5.3
142180,-6.4
142181,-8
142182,-7.6
142183,-7.7
142184,-7.1
142185,-3.8
142186,-2.2
142187,-0.1
142188,2.3
142189,3.2
142190,3.6
142191,3.7
142192,3.7
142193,3.8
142194,3.3
142195,1.6
142196,0.8
142197,-1
142198,-1.6
142199,-2.1
142200,-2.8
142201,-3
142202,-3.4
142203,-3.3
142204,-2.8
142205,-2.3
142206,-3.5
142207,-3.1
142208,-2.4
142209,-1.1
142210,0.6
142211,2.4
142212,3.2
142213,4.4
142214,4.5
142215,5.2
142216,5.6
142217,5.7
142218,4.3
142219,2.6
142220,1.1
142221,0.8
142222,0.7
142223,0.5
142224,0.5
142225,0.6
142226,0.6
142227,0.6
142228,0.7
142229,0.8
142230,0.7
142231,1
142232,1.1
142233,1.4
142234,1.4
142235,2.1
142236,2.4
142237,2.6
142238,2.3
142239,3.8
142240,4.7
142241,4.4
142242,3.1
142243,1.4
142244,0.4
142245,-0.8
142246,-2
142247,-2.4
142248,-3.3
142249,-3.9
142250,-4.8
142251,-5.4
142252,-6.1
142253,-6.8
142254,-7.2
142255,-6.9
142256,-5.2
142257,-3.5
142258,-2.4
142259,-0.9
142260,0.4
142261,1.9
142262,2.8
142263,3
142264,3.7
142265,4.2
142266,3.4
142267,1.5
142268,0.2
142269,-1
142270,-2.3
142271,-2.8
142272,-2.5
142273,-2.7
142274,-3
142275,-3
142276,-3
142277,-2.4
142278,-2.5
142279,-1.4
142280,-0.2
142281,1.4
142282,2.6
142283,3.3
142284,3.5
142285,3
142286,3.4
142287,4
142288,3.8
142289,3.5
142290,3.3
142291,1.7
142292,1.1
142293,0.4
142294,0.7
142295,0.9
142296,0.9
142297,0.8
142298,0.5
142299,0.6
142300,0.6
142301,0.6
142302,0.9
142303,1
142304,1.7
142305,1.4
142306,1.6
142307,1.8
142308,1.9
142309,2.1
142310,1.9
142311,1.7
142312,1.5
142313,1.2
142314,1.2
142315,0.9
142316,0.9
142317,1
142318,0.9
142319,0.8
142320,0.8
142321,0.5
142322,-0.5
142323,-1.4
142324,-1.9
142325,-2.4
142326,-3
142327,-3.2
142328,-3
142329,-3.3
142330,-2.9
142331,-2.7
142332,-1.5
142333,-1
142334,-0.9
142335,-0.8
142336,-0.8
142337,-0.6
142338,-0.7
142339,-1
142340,-1.3
142341,-1.4
142342,-1.1
142343,-1.2
142344,-1.2
142345,-1.2
142346,-2.4
142347,-4
142348,-4.7
142349,-5.5
142350,-6
142351,-6.1
142352,-5.8
142353,-5.6
142354,-5.2
142355,-4.7
142356,-3.7
142357,-4.2
142358,-4.8
142359,-3.5
142360,-4.5
142361,-4.8
142362,-5.5
142363,-6.4
142364,-7.5
142365,-9.2
142366,-10.1
142367,-11.2
142368,-11.7
142369,-12.6
142370,-14.3
142371,-15.2
142372,-16.5
142373,-17.9
142374,-18.6
142375,-18.2
142376,-16
142377,-13.1
142378,-12
142379,-10.8
142380,-9.7
142381,-9.4
142382,-8.4
142383,-7.9
142384,-7.7
142385,-7.9
142386,-7.9
142387,-8.4
142388,-8.7
142389,-10.3
142390,-11.1
142391,-11.7
142392,-12
142393,-13
142394,-13.3
142395,-14.1
142396,-14.6
142397,-15.2
142398,-15.9
142399,-15.5
142400,-13.9
142401,-11.8
142402,-10.6
142403,-9.4
142404,-8.5
142405,-7.4
142406,-6.5
142407,-6.2
142408,-5.7
142409,-5.9
142410,-6.3
142411,-7.9
142412,-9
142413,-9.4
142414,-10.1
142415,-10.6
142416,-11.4
142417,-13
142418,-13.8
142419,-13.8
142420,-14.7
142421,-15.4
142422,-15.7
142423,-13.9
142424,-10.8
142425,-9.4
142426,-7.4
142427,-5.8
142428,-4.1
142429,-3
142430,-1.9
142431,-1.2
142432,-1
142433,-1.2
142434,-2
142435,-3.1
142436,-4.3
142437,-4.7
142438,-4.9
142439,-4.4
142440,-4.5
142441,-4.4
142442,-4.4
142443,-4.4
142444,-3.7
142445,-4.1
142446,-4.1
142447,-3.8
142448,-3.7
142449,-3.7
142450,-3.6
142451,-3.4
142452,-3.2
142453,-3.2
142454,-3
142455,-2.7
142456,-2.8
142457,-3
142458,-3.2
142459,-3.4
142460,-3.6
142461,-3.8
142462,-3.9
142463,-4.1
142464,-4.2
142465,-4.3
142466,-4.4
142467,-4.5
142468,-4.5
142469,-4.4
142470,-4.4
142471,-4.4
142472,-4.2
142473,-4.7
142474,-4.9
142475,-4.7
142476,-4.4
142477,-4.5
142478,-4.8
142479,-4.7
142480,-5.1
142481,-5.7
142482,-6.2
142483,-6.7
142484,-7.5
142485,-8.1
142486,-8.9
142487,-9.6
142488,-9.9
142489,-10.1
142490,-10.6
142491,-11
142492,-11.8
142493,-12.3
142494,-13.1
142495,-13.4
142496,-12.8
142497,-11.2
142498,-9.6
142499,-7.8
142500,-6.6
142501,-5.6
142502,-4.4
142503,-3.4
142504,-3.3
142505,-3.8
142506,-4.1
142507,-5.6
142508,-6.4
142509,-7.1
142510,-8.4
142511,-9.4
142512,-10.5
142513,-11.8
142514,-13
142515,-13.8
142516,-14.8
142517,-15.7
142518,-16.3
142519,-15.7
142520,-14.8
142521,-13.2
142522,-11.6
142523,-10.1
142524,-8.2
142525,-7.3
142526,-6.1
142527,-5.6
142528,-4.5
142529,-4.3
142530,-4.8
142531,-5.7
142532,-6.8
142533,-7.7
142534,-8
142535,-7.7
142536,-8.8
142537,-10.6
142538,-11
142539,-11.4
142540,-11.8
142541,-15.1
142542,-14.1
142543,-11.7
142544,-9.8
142545,-9.4
142546,-6.9
142547,-3.6
142548,-2.6
142549,-2.1
142550,-2.4
142551,-2.6
142552,-2.8
142553,-4.3
142554,-4.4
142555,-4.4
142556,-4.6
142557,-4.6
142558,-4.6
142559,-4.6
142560,-4.6
142561,-4.5
142562,-4.3
142563,-4.3
142564,-4
142565,-3.8
142566,-3.4
142567,-3
142568,-2.3
142569,-1.1
142570,-0.3
142571,0.1
142572,0.9
142573,1.7
142574,1.8
142575,2.7
142576,3.2
142577,2.7
142578,1.8
142579,1.3
142580,0.8
142581,0.2
142582,-1
142583,-1.3
142584,-1.5
142585,-1.6
142586,-1.3
142587,-1.7
142588,-0.9
142589,-1.6
142590,-1.9
142591,-2.5
142592,-2.5
142593,-3
142594,-2.4
142595,-1.7
142596,-1.4
142597,-0.8
142598,0.4
142599,0.4
142600,1
142601,0.6
142602,0.6
142603,-0.4
142604,-1.1
142605,-1.8
142606,-2.9
142607,-3.5
142608,-4
142609,-3.7
142610,-4.9
142611,-5.9
142612,-6.2
142613,-6.2
142614,-6.1
142615,-6
142616,-4.5
142617,-2.2
142618,0.2
142619,1.2
142620,2
142621,2.8
142622,3.5
142623,4.1
142624,4.8
142625,5.1
142626,4.8
142627,3.2
142628,1.1
142629,-0.5
142630,-1.5
142631,-2
142632,-2.2
142633,-3.4
142634,-3.6
142635,-3.3
142636,-4.2
142637,-6
142638,-4.6
142639,-2.9
142640,-0.6
142641,1.5
142642,2.8
142643,3.9
142644,4.9
142645,5.7
142646,6.8
142647,7.5
142648,7.8
142649,7.6
142650,6.5
142651,4.7
142652,3.5
142653,2.4
142654,2.1
142655,1.4
142656,1.9
142657,1.9
142658,1.2
142659,0.5
142660,0.2
142661,0.1
142662,0.7
142663,1.1
142664,2.8
142665,5.5
142666,7.2
142667,8.6
142668,9.4
142669,11.1
142670,11.8
142671,11.9
142672,12.3
142673,13.2
142674,11.5
142675,11.7
142676,8.4
142677,7.6
142678,7.9
142679,7.4
142680,7
142681,5.9
142682,6.7
142683,5.3
142684,4.3
142685,3.8
142686,3.1
142687,3.8
142688,5.4
142689,7.8
142690,8.9
142691,10.5
142692,12.5
142693,13.7
142694,15.2
142695,15.1
142696,15.3
142697,14.7
142698,14.3
142699,12.7
142700,11.6
142701,10.8
142702,10.7
142703,9.7
142704,8.6
142705,6.2
142706,5.3
142707,4
142708,4.7
142709,4.1
142710,6
142711,5.9
142712,8.9
142713,11.6
142714,14.4
142715,15.5
142716,17
142717,17.7
142718,18.4
142719,19
142720,19.3
142721,19.5
142722,18.9
142723,15.3
142724,13.2
142725,11.7
142726,9
142727,9.2
142728,6.1
142729,5.2
142730,3.1
142731,3.5
142732,2.7
142733,2.4
142734,2.3
142735,2.3
142736,2.2
142737,2.4
142738,3.9
142739,4
142740,4.1
142741,3.4
142742,2.2
142743,1.7
142744,1.7
142745,1.8
142746,2.1
142747,2.1
142748,1.7
142749,1.6
142750,1.4
142751,1.5
142752,1.2
142753,0.6
142754,-0.5
142755,-0.6
142756,-0.4
142757,-1.3
142758,-1.4
142759,-0.2
142760,2
142761,3.6
142762,6.6
142763,8.2
142764,10.1
142765,12
142766,12.3
142767,12.4
142768,12.8
142769,13
142770,12.6
142771,10.9
142772,10
142773,8.6
142774,6.2
142775,6.5
142776,5.1
142777,4.3
142778,2.6
142779,3.7
142780,2.6
142781,2.7
142782,2.4
142783,5.7
142784,7.4
142785,9.4
142786,11.7
142787,13.1
142788,14.3
142789,14.7
142790,15.1
142791,15.4
142792,14.8
142793,13.1
142794,12.8
142795,9.8
142796,8.2
142797,8.3
142798,6.7
142799,6
142800,6.1
142801,7.4
142802,6.6
142803,5.5
142804,6
142805,5.8
142806,5.4
142807,5.8
142808,5.1
142809,6
142810,6.3
142811,5.8
142812,6.1
142813,6.3
142814,6.1
142815,6.1
142816,6.2
142817,6.6
142818,6.1
142819,4.9
142820,5.1
142821,5.2
142822,5.1
142823,5.1
142824,5.3
142825,5.4
142826,5.4
142827,4.6
142828,2.8
142829,1.4
142830,0.6
142831,0.4
142832,-0.2
142833,-0.7
142834,-0.4
142835,-0.3
142836,0.3
142837,1.5
142838,2.3
142839,3.7
142840,4.9
142841,5.1
142842,5
142843,3.6
142844,2.1
142845,1.3
142846,0.4
142847,-0.5
142848,-2
142849,-2
142850,-2.3
142851,-2.9
142852,-3.4
142853,-4.2
142854,-4.1
142855,-3.4
142856,-2.2
142857,-1.1
142858,0.3
142859,1.8
142860,2.2
142861,3.6
142862,4.9
142863,5.4
142864,5.8
142865,5.9
142866,5.5
142867,4.2
142868,3.2
142869,2.3
142870,1.9
142871,1.1
142872,0.9
142873,0.9
142874,0.2
142875,0.4
142876,0.7
142877,0.2
142878,0.5
142879,1.7
142880,4.3
142881,6
142882,6.8
142883,8.1
142884,8.5
142885,9.8
142886,9.1
142887,9.8
142888,9.5
142889,9.6
142890,7.6
142891,5.8
142892,4.2
142893,2.6
142894,2.3
142895,1.2
142896,-0.2
142897,-1.2
142898,-1.9
142899,-2.3
142900,-2.8
142901,-3.2
142902,-3.2
142903,-2.6
142904,-1.1
142905,-0.3
142906,0.9
142907,1.2
142908,2.3
142909,2.4
142910,3.1
142911,3.9
142912,4.1
142913,4
142914,3.8
142915,3.2
142916,2.8
142917,2.4
142918,2
142919,1.6
142920,1.4
142921,1.4
142922,1
142923,0.6
142924,0.4
142925,0
142926,-0.2
142927,0.6
142928,1.5
142929,3.4
142930,4.1
142931,5.5
142932,5.8
142933,7.2
142934,7.7
142935,8
142936,8.4
142937,7.9
142938,7.2
142939,5.4
142940,3.4
142941,1.6
142942,-0.1
142943,-1
142944,-1.9
142945,-2.8
142946,-3.2
142947,-4.3
142948,-4.8
142949,-5.3
142950,-5.5
142951,-3.2
142952,-1.7
142953,-0.6
142954,0.6
142955,3.4
142956,5
142957,7.5
142958,7.1
142959,8
142960,8.1
142961,8.1
142962,7.6
142963,5.9
142964,4
142965,3.8
142966,1.7
142967,1.7
142968,-0.2
142969,-0.4
142970,-0.7
142971,-1.6
142972,-1.9
142973,-2.7
142974,-1.8
142975,-1.1
142976,0.2
142977,1.1
142978,3.3
142979,4.2
142980,6.3
142981,7.2
142982,8.2
142983,8.9
142984,9.9
142985,9.7
142986,8.7
142987,6.7
142988,5.1
142989,3.9
142990,2.9
142991,1.5
142992,0.6
142993,-0.5
142994,-1
142995,-1.6
142996,-1.9
142997,-1.9
142998,-1
142999,0.3
143000,2.9
143001,4.5
143002,7
143003,7.9
143004,8.9
143005,8.9
143006,10.1
143007,10.9
143008,11.1
143009,11.4
143010,10.9
143011,9.3
143012,6.9
143013,6.6
143014,5.5
143015,5.3
143016,3.2
143017,2
143018,3
143019,0.3
143020,0.4
143021,-0.5
143022,1.6
143023,3.1
143024,7
143025,8.6
143026,11.5
143027,12.7
143028,13.4
143029,14.8
143030,15.2
143031,14.6
143032,15.4
143033,14.3
143034,13.3
143035,11.8
143036,9.8
143037,8.6
143038,8.4
143039,7.2
143040,6.9
143041,5.8
143042,5.2
143043,4.8
143044,4
143045,3.7
143046,3.7
143047,4.8
143048,6.2
143049,7.8
143050,9.8
143051,10.3
143052,11.6
143053,11.8
143054,13.4
143055,13
143056,12.7
143057,12.6
143058,12.9
143059,12.1
143060,10.7
143061,9.4
143062,8.7
143063,8.1
143064,7.3
143065,5.7
143066,3.2
143067,2.8
143068,2.7
143069,2.6
143070,4.4
143071,6.9
143072,8.7
143073,12.3
143074,13.6
143075,14.1
143076,14.7
143077,15.2
143078,16
143079,16.6
143080,16.8
143081,15.8
143082,15.4
143083,14.3
143084,12.1
143085,13.1
143086,11.4
143087,11.1
143088,9.8
143089,9.1
143090,8
143091,7.4
143092,5.8
143093,5.6
143094,5.8
143095,4.9
143096,10.7
143097,12.8
143098,14.4
143099,15.6
143100,15.2
143101,16.7
143102,15.4
143103,15.8
143104,16
143105,14.5
143106,13.7
143107,12.1
143108,10
143109,10.1
143110,8.9
143111,9
143112,8.5
143113,8.9
143114,8.4
143115,8.2
143116,7.8
143117,7.5
143118,7.3
143119,8.8
143120,10.3
143121,12.1
143122,14.2
143123,14.8
143124,13.3
143125,10.6
143126,11.6
143127,11.4
143128,12.1
143129,11.6
143130,10.6
143131,10
143132,9.2
143133,8.9
143134,8.5
143135,7.5
143136,6.6
143137,6.1
143138,5.7
143139,5.5
143140,5.1
143141,5.4
143142,5.2
143143,5.3
143144,5.4
143145,6.7
143146,9.4
143147,11.6
143148,14.2
143149,16.2
143150,17.2
143151,17.8
143152,18.3
143153,18.4
143154,18
143155,16.1
143156,15.4
143157,12
143158,12.9
143159,9.3
143160,9.5
143161,10.3
143162,7.9
143163,8.6
143164,8.3
143165,7.4
143166,7.9
143167,11.2
143168,15.1
143169,17.9
143170,18.9
143171,19.5
143172,20.7
143173,21.6
143174,21.9
143175,22.6
143176,22.6
143177,20.9
143178,19.4
143179,17.5
143180,15.3
143181,13.4
143182,12.6
143183,12
143184,11.4
143185,12
143186,11.3
143187,10.1
143188,10.1
143189,9.7
143190,9.9
143191,10
143192,8.7
143193,8.1
143194,7.9
143195,4.9
143196,4.4
143197,3.8
143198,5.2
143199,6.5
143200,8.8
143201,10
143202,9.4
143203,8.5
143204,8.1
143205,6.6
143206,4.8
143207,4.2
143208,2.9
143209,2
143210,1.4
143211,0.6
143212,-0.2
143213,-0.2
143214,0
143215,0.2
143216,1.3
143217,2
143218,3.7
143219,5.8
143220,6.2
143221,6.8
143222,6.7
143223,7.4
143224,6.6
143225,5.7
143226,5.5
143227,5.3
143228,3.7
143229,2.4
143230,1.2
143231,0.4
143232,-0.5
143233,-1.9
143234,-2.7
143235,-3.4
143236,-2.8
143237,-2.8
143238,-2
143239,0.2
143240,5
143241,5.9
143242,7.4
143243,8.2
143244,10
143245,10.8
143246,12.1
143247,12.9
143248,12.7
143249,12.9
143250,12.8
143251,11.4
143252,8.7
143253,7.4
143254,6.7
143255,6
143256,4.9
143257,4.5
143258,3.1
143259,3.4
143260,0.9
143261,0.2
143262,2.5
143263,5
143264,8.4
143265,11.6
143266,13.1
143267,14.1
143268,15
143269,15.2
143270,17.6
143271,17.5
143272,18.1
143273,18.4
143274,18
143275,16.9
143276,14.3
143277,13.4
143278,12.5
143279,11.3
143280,9.1
143281,7
143282,6.6
143283,4.3
143284,4.9
143285,4.2
143286,6.4
143287,8.7
143288,10.7
143289,16
143290,17.3
143291,19.6
143292,20.4
143293,20.6
143294,22.4
143295,22.8
143296,22.9
143297,23
143298,22.6
143299,21
143300,19.5
143301,17.6
143302,15.1
143303,13.6
143304,10.6
143305,12.6
143306,13.6
143307,13.6
143308,11.1
143309,9.6
143310,10.6
143311,12.2
143312,15.9
143313,18.6
143314,20.4
143315,20.8
143316,20.9
143317,20.4
143318,19.8
143319,20.6
143320,20.3
143321,18.7
143322,15.1
143323,14.3
143324,13.9
143325,13.9
143326,14.1
143327,14.3
143328,14
143329,13.9
143330,13.7
143331,13.7
143332,13.4
143333,13
143334,12.7
143335,12.6
143336,12.5
143337,14
143338,15.2
143339,16.2
143340,17.5
143341,17.1
143342,17.7
143343,18
143344,17.3
143345,15.6
143346,13.6
143347,12.1
143348,11
143349,10.1
143350,9.5
143351,9
